M_NAME,ROUNDS,TIME,M_KD,M_SUB_ATT,M_REV,M_CTRL,OP_RES,OP_KD,OP_SUB_ATT,OP_REV,OP_CTRL,M_SIG_STR_SUCC,M_SIG_STR_TOTAL,M_TOTAL_STR_SUCC,M_TOTAL_STR_TOTAL,M_TD_SUCC,M_TD_TOTAL,M_HEAD_SUCC,M_HEAD_TOTAL,M_BODY_SUCC,M_BODY_TOTAL,M_LEG_SUCC,M_LEG_TOTAL,M_DIST_SUCC,M_DIST_TOTAL,M_CLIN_SUCC,M_CLIN_TOTAL,M_GROUND_SUCC,M_GROUND_TOTAL,OP_SIG_STR_SUCC,OP_SIG_STR_TOTAL,OP_TOTAL_STR_SUCC,OP_TOTAL_STR_TOTAL,OP_TD_SUCC,OP_TD_TOTAL,OP_HEAD_SUCC,OP_HEAD_TOTAL,OP_BODY_SUCC,OP_BODY_TOTAL,OP_LEG_SUCC,OP_LEG_TOTAL,OP_DIST_SUCC,OP_DIST_TOTAL,OP_CLIN_SUCC,OP_CLIN_TOTAL,OP_GROUND_SUCC,OP_GROUND_TOTAL,M_RES
Jordan Espinosa,8,33.93333333333333,0,0.0,0,43.0,3,0,2,0,97.0,3.06483300589391,286,104,286,0.02946954813359529,5,38,194,24,34,42,58,100,277,0.11787819253438116,9,0.0,0,98,248,113,263,1,2,50,176,9,23,39,49,91,235,7,13,0,0,1
Jorge Masvidal,53,250.7,10,0.027921818907060234,1,2785.0,5,3,2,2,2980.0,4.323893099321899,2232,1495,2700,0.0997207818109294,40,719,1763,245,314,120,155,748,1730,0.6860789788591943,226,0.6541683286796969,276,773,2238,1250,2768,24,95,463,1759,195,335,115,144,616,1994,107,151,50,93,13
Jose Aldo,58,265.56666666666666,7,0.01129659846868332,0,2063.0,4,2,0,0,1733.0,3.2910756872097404,1940,1080,2162,0.04518639387473328,19,582,1542,154,235,138,163,735,1747,0.13555918162419983,42,0.38784988075812726,151,871,2214,1164,2552,7,73,559,1752,152,238,160,224,634,1898,82,110,155,206,13
Joseph Benavidez,53,248.11666666666667,6,0.0362732585477262,1,2333.0,6,3,2,0,1253.0,3.780479613085242,2770,1158,3019,0.06448579297373547,64,520,2056,228,413,190,301,727,2401,0.491704171424733,211,0.35870222341640357,158,624,1758,789,1950,30,86,355,1378,191,279,78,101,464,1517,126,195,34,46,15
Josh Emmett,13,63.65,2,0.015710919088766692,0,271.0,1,0,0,0,235.0,3.629222309505106,593,251,619,0.12568735271013354,18,124,440,57,93,50,60,176,521,0.5498821681068342,45,0.31421838177533384,27,209,676,250,724,4,7,149,583,40,67,20,26,178,620,25,47,6,9,4
Julia Avila,7,30.366666666666667,1,0.0,0,465.0,1,0,3,1,776.0,3.0954994511525795,229,143,292,0.03293084522502744,2,66,191,16,24,12,14,61,182,0.9220636663007684,40,0.16465422612513722,7,88,194,148,270,4,10,74,175,10,15,4,4,51,137,8,15,29,42,2
Julianna Pena,10,46.86666666666667,0,0.021337126600284494,1,1449.0,2,0,3,2,801.0,2.9018492176386914,296,396,608,0.19203413940256045,17,93,240,34,45,9,11,19,94,0.7467994310099573,45,1.7496443812233287,157,65,141,144,240,6,8,45,120,18,19,2,2,38,107,15,19,12,15,3
Junior Dos Santos,45,199.96666666666667,11,0.0,0,391.0,5,4,0,0,1287.0,4.755792632105351,1950,1025,2041,0.025004167361226872,8,593,1425,319,476,39,49,832,1747,0.2650441740290048,93,0.3300550091681947,110,586,1479,707,1622,14,73,404,1252,76,102,106,125,446,1278,82,120,58,81,12
Jussier Formiga,20,92.03333333333333,2,0.05432814197754437,1,1460.0,4,3,1,3,939.0,1.4777254617892068,323,264,460,0.14125316914161537,39,97,273,21,29,18,21,97,271,0.13038754074610648,20,0.2933719666787396,32,219,611,394,798,1,20,130,478,65,102,24,31,113,463,56,79,50,69,5
Justin Gaethje,17,68.0,3,0.0,0,136.0,3,1,1,0,81.0,7.0,802,481,809,0.0,1,280,582,44,54,152,166,430,745,0.6176470588235294,50,0.058823529411764705,7,531,1187,544,1204,3,10,358,972,112,144,61,71,489,1140,38,43,4,4,4
Kai Kara-France,14,65.8,2,0.0,1,698.0,2,3,4,1,272.0,4.954407294832827,872,399,958,0.030395136778115502,12,227,737,46,70,53,65,263,758,0.10638297872340426,14,0.851063829787234,100,263,757,285,781,1,15,188,655,52,75,23,27,249,728,8,18,6,11,3
Kamaru Usman,19,91.31666666666666,1,0.021901806899069173,0,3540.0,0,0,3,0,42.0,4.029932469428728,644,778,1095,0.3066252965869684,66,217,463,109,134,42,47,169,370,0.7884650483664902,91,1.3907647380908925,183,177,436,273,552,0,0,99,336,52,70,26,30,122,364,43,54,12,18,6
Katlyn Chookagian,22,109.91666666666667,1,0.009097801364670205,0,110.0,3,1,0,0,1279.0,4.357846853677028,1434,622,1588,0.0,16,275,1141,118,188,86,105,432,1365,0.32752084912812734,55,0.10007581501137225,14,507,1371,661,1545,12,26,232,983,79,139,196,249,451,1293,40,59,16,19,5
Kelvin Gastelum,35,168.76666666666668,6,0.005925340707090657,6,1200.0,4,5,5,2,1839.0,3.892948844558562,1532,833,1727,0.03555204424254394,19,470,1291,109,152,78,89,550,1361,0.35552044242543945,102,0.27849101323326086,69,521,1330,664,1490,21,59,331,1045,117,194,73,91,418,1174,69,112,34,44,8
Ketlen Vieira,9,45.0,0,0.022222222222222223,0,1359.0,0,0,0,0,64.0,2.7777777777777777,363,252,515,0.15555555555555556,13,99,333,17,21,9,9,86,310,0.4888888888888889,34,0.37777777777777777,19,171,399,290,534,0,8,79,281,48,68,44,50,113,316,46,63,12,20,3
Kevin Lee,24,104.33333333333333,1,0.047923322683706075,2,3041.0,2,0,7,1,308.0,4.217252396166135,906,665,1153,0.23003194888178916,55,357,802,79,100,4,4,235,639,0.30670926517571884,39,1.6581469648562301,228,331,658,403,735,2,15,198,484,74,104,59,70,265,576,37,47,29,35,8
Khabib Nurmagomedov,20,86.35,2,0.06948465547191662,0,2817.0,0,0,1,0,133.0,3.671105964099595,652,501,859,0.45165026056745805,76,267,587,31,43,19,22,111,371,0.22003474232773598,25,2.1656050955414012,256,126,358,186,432,2,9,59,263,35,60,32,35,105,332,17,20,4,6,8
Lauren Murphy,21,101.76666666666667,1,0.0,0,1213.0,4,0,2,1,1345.0,3.301670488044546,931,622,1254,0.06878480183426139,21,225,793,30,46,81,92,236,818,0.48149361283982967,55,0.5011464133639043,58,333,980,557,1235,10,26,225,825,43,80,65,75,280,904,28,40,25,36,3
Leon Edwards,24,113.15,3,0.03535130357931949,2,2240.0,1,1,2,0,1262.0,2.536456031816173,624,444,807,0.1237295625276182,45,203,510,63,90,21,24,206,519,0.4330534688466637,62,0.2828104286345559,43,248,564,512,856,8,29,141,415,61,86,46,63,190,476,38,49,20,39,7
Lina Lansberg,16,75.03333333333333,0,0.01332741003998223,1,1502.0,3,0,1,0,1900.0,3.3185250999555755,425,431,651,0.05330964015992892,14,132,288,92,110,25,27,78,203,1.4926699244780097,143,0.7863171923589516,79,313,560,593,890,9,21,177,395,114,137,22,28,141,333,122,148,50,79,3
Mackenzie Dern,5,21.333333333333332,0,0.28125,1,107.0,1,0,0,0,226.0,1.59375,179,66,213,0.0,7,24,163,6,11,4,5,26,171,0.0,0,0.375,8,84,237,102,257,2,2,46,187,24,34,14,16,78,227,4,5,2,5,2
Macy Chiasson,5,16.366666666666667,2,0.12219959266802444,2,555.0,0,0,2,0,239.0,5.621181262729124,165,144,220,0.0,6,64,129,26,34,2,2,31,71,0.7942973523421588,21,2.9327902240325865,73,42,75,83,124,1,5,25,54,15,19,2,2,22,48,12,17,8,10,3
Magomed Ankalaev,8,29.266666666666666,3,0.0,0,684.0,0,0,0,0,48.0,3.211845102505695,173,177,269,0.0683371298405467,6,66,135,20,27,8,11,57,128,0.4100227790432802,18,0.8542141230068337,27,37,121,53,139,0,7,18,87,10,22,9,12,29,111,8,10,0,0,4
Marcin Tybura,28,130.11666666666667,1,0.0,0,2351.0,4,2,0,0,777.0,3.6659408223389263,998,821,1444,0.11528115793518637,32,325,794,76,117,76,87,343,791,0.30741642116049694,70,0.7224285897271678,137,446,1073,580,1230,1,15,310,913,84,102,52,58,361,957,78,107,7,9,6
Marina Rodriguez,4,18.05,0,0.0,0,64.0,1,0,1,0,534.0,4.155124653739612,122,130,182,0.055401662049861494,1,54,100,12,13,9,9,28,59,0.6648199445983379,15,1.9390581717451523,48,41,79,126,171,5,9,35,72,3,3,3,4,11,34,2,2,28,43,1
Marion Reneau,18,83.61666666666666,0,0.03587801474985051,0,608.0,3,1,0,1,1570.0,3.3486147099860477,710,384,831,0.04783735299980068,6,202,603,51,77,27,30,192,576,0.7773569862467611,97,0.2750647797488539,37,298,661,478,858,12,25,128,436,92,124,78,101,188,516,91,108,19,37,4
Marlon Moraes,11,46.516666666666666,3,0.02149767108563239,0,99.0,1,1,1,0,187.0,3.7620924399856683,410,180,415,0.04299534217126478,6,116,326,30,41,29,43,164,398,0.06449301325689717,3,0.17198136868505912,9,194,436,212,456,3,8,137,352,45,69,12,15,145,376,22,27,27,33,4
Marlon Vera,29,127.56666666666666,4,0.08622942252417037,0,1027.0,4,0,0,2,2284.0,3.723543245361902,936,565,1043,0.06271230729030572,18,244,593,117,201,114,142,314,709,0.6428011497256336,109,0.619284034491769,118,495,1012,735,1274,11,35,317,740,108,172,70,100,325,771,74,110,96,131,9
Marvin Vettori,8,38.78333333333333,0,0.07735281478298238,0,530.0,0,0,0,0,253.0,5.208422862054147,387,297,499,0.2062741727546197,15,174,353,13,18,15,16,120,281,0.5672539750752041,32,1.5470562956596476,74,98,274,140,319,1,8,37,170,21,42,40,62,84,258,11,12,3,4,4
Matt Schnell,9,38.46666666666667,0,0.10398613518197573,0,44.0,1,1,1,0,282.0,3.6395147313691507,408,161,430,0.025996533795493933,4,89,328,10,26,41,54,133,393,0.18197573656845753,15,0.0,0,126,368,160,403,2,4,80,299,15,21,31,48,104,346,8,8,14,14,4
Mauricio Rua,55,244.05,13,0.06146281499692686,4,2164.0,8,6,10,7,1761.0,3.872157344806392,1853,1473,2445,0.15980331899200984,77,580,1369,182,250,183,234,485,1135,0.8522843679573857,317,1.0325752919483713,401,702,1571,1085,1988,31,64,489,1299,153,189,60,83,446,1183,150,238,106,150,19
Max Holloway,52,252.3,7,0.019817677368212445,0,820.0,5,0,3,1,1467.0,6.793499801823226,3773,1831,3903,0.015854141894569955,5,1221,3080,358,502,135,191,1435,3395,0.5866032500990883,199,0.5192231470471661,179,1138,2994,1189,3059,18,95,682,2296,152,302,304,396,1041,2834,65,100,32,60,12
Maycee Barber,6,25.083333333333332,0,0.0398671096345515,3,371.0,1,1,0,1,702.0,4.704318936877077,196,143,226,0.0398671096345515,5,92,167,20,23,6,6,44,103,1.6345514950166113,46,1.3156146179401993,47,72,140,187,274,1,3,35,94,23,29,14,17,39,99,26,30,7,11,2
Merab Dvalishvili,6,30.0,1,0.0,0,628.0,2,0,1,1,185.0,3.6,328,186,413,0.5666666666666667,45,76,283,18,28,14,17,80,278,0.8666666666666667,47,0.06666666666666667,3,92,209,104,223,2,10,47,154,37,46,8,9,50,154,39,52,3,3,0
Michael Chiesa,21,86.78333333333333,0,0.10370654887651239,2,2506.0,1,0,4,2,1021.0,2.0049932782792395,443,347,657,0.28807374687920106,40,142,398,21,33,11,12,89,320,0.20741309775302477,29,0.7720376416362589,94,177,378,269,490,5,15,93,266,38,57,46,55,124,305,29,41,24,32,9
Michelle Waterson,28,127.61666666666666,0,0.07052370380044404,1,1218.0,3,1,3,3,1574.0,3.769100169779287,973,707,1219,0.10186757215619695,37,234,654,148,189,99,130,315,775,0.8384484785163903,128,0.4623220582473554,70,455,920,656,1159,7,25,277,676,126,175,52,69,286,710,106,129,63,81,7
Misha Cirkunov,9,31.45,0,0.1271860095389507,3,566.0,1,1,0,1,179.0,3.6565977742448332,216,219,346,0.3179650238473768,18,89,175,21,35,5,6,67,152,0.8267090620031796,41,0.699523052464229,23,87,252,109,281,1,3,51,190,20,37,16,25,55,198,13,20,19,34,5
Montana De La Rosa,9,44.35,0,0.04509582863585118,0,527.0,2,0,1,0,163.0,3.4949267192784665,471,214,535,0.13528748590755355,24,112,407,23,42,20,22,126,422,0.3156708004509583,28,0.3382187147688839,21,195,362,221,391,1,4,118,266,52,68,25,28,159,317,23,27,13,18,1
Nate Diaz,44,195.13333333333333,1,0.06149641270925863,5,1524.0,6,6,7,4,2145.0,5.970276733857192,2596,1757,3249,0.07687051588657329,46,917,2236,167,257,81,103,816,2055,1.2043047488896481,347,0.584215920737957,194,801,1819,1064,2107,20,38,475,1369,141,219,185,231,559,1436,133,192,109,191,13
Neil Magny,40,179.33333333333334,2,0.027881040892193308,2,2654.0,4,5,5,3,3533.0,3.881040892193308,1362,1238,1955,0.2007434944237918,70,498,1092,127,174,71,96,317,862,0.8029739776951672,190,1.3104089219330854,310,367,877,605,1152,22,59,219,664,60,108,88,105,212,633,58,102,97,142,12
Nikita Krylov,17,60.35,2,0.13256006628003314,2,1548.0,4,0,5,3,1301.0,3.9933719966859984,374,508,665,0.09942004971002485,17,163,261,49,72,29,41,77,177,1.4913007456503728,110,1.2261806130903066,87,121,196,288,384,13,25,102,172,12,17,7,7,46,93,27,35,48,68,6
Nina Ansaroff,12,58.65,0,0.03410059676044331,0,544.0,1,0,0,0,997.0,4.109121909633418,534,322,625,0.017050298380221655,1,150,407,31,54,60,73,198,475,0.2728047740835465,23,0.46035805626598464,36,168,399,243,480,7,35,109,321,29,40,30,38,115,324,14,22,39,53,3
Omari Akhmedov,26,123.46666666666667,2,0.016198704103671704,0,1586.0,4,2,2,2,1054.0,2.688984881209503,954,515,1168,0.17818574514038876,43,229,797,61,102,42,55,236,813,0.4292656587473002,73,0.34827213822894165,68,326,738,460,889,10,35,216,568,58,103,52,67,224,608,64,85,38,45,6
Pannie Kianzad,8,37.18333333333333,0,0.026893769610040343,0,226.0,2,2,2,0,695.0,4.034065441506051,360,172,388,0.026893769610040343,5,107,294,26,48,17,18,126,321,0.6185567010309279,38,0.026893769610040343,1,138,329,174,369,0,9,78,244,29,50,31,35,105,278,27,41,6,10,1
Paul Craig,14,62.35,0,0.11226944667201283,2,597.0,3,2,4,4,1634.0,1.8765036086607858,256,217,368,0.11226944667201283,36,41,158,47,63,29,35,78,207,0.4971932638331997,38,0.12830793905372895,11,181,328,273,432,3,6,133,268,39,46,9,14,57,161,33,43,91,124,4
Paul Felder,17,79.91666666666667,2,0.037539103232533885,0,1129.0,1,1,2,2,1080.0,3.753910323253389,687,381,773,0.037539103232533885,7,202,566,49,66,49,55,167,491,0.6506777893639207,78,1.0135557872784149,118,231,462,316,563,13,33,118,311,66,93,47,58,192,395,20,33,19,34,6
Paulo Costa,8,31.65,3,0.0,0,13.0,1,2,0,0,22.0,6.350710900473934,361,202,362,0.0,0,112,251,79,95,10,15,183,338,0.25276461295418645,9,0.315955766192733,14,213,436,213,436,1,9,132,337,22,32,59,67,195,410,10,16,8,10,3
Pedro Munhoz,23,104.48333333333333,4,0.05742542670282342,0,555.0,4,0,0,0,260.0,5.3214228744616365,1321,628,1400,0.06699633115329398,31,305,890,114,237,137,194,478,1188,0.4115488913702345,79,0.33498165576646993,54,652,1509,681,1544,6,31,469,1213,116,210,67,86,621,1447,18,43,13,19,6
Petr Yan,15,67.58333333333333,8,0.0,1,432.0,0,0,0,0,228.0,6.3477188655980274,878,522,978,0.059186189889025895,8,335,760,76,98,18,20,259,667,0.7990135635018496,70,1.716399506781751,141,243,675,261,694,1,16,149,527,51,90,43,58,212,627,23,38,8,10,5
Rafael Dos Anjos,47,216.0,2,0.037037037037037035,1,2826.0,7,1,1,2,3223.0,3.7175925925925926,1589,1108,1924,0.08333333333333333,64,454,1136,173,242,176,211,553,1262,0.6620370370370371,186,0.49537037037037035,141,769,1813,1084,2169,26,56,506,1485,163,219,100,109,565,1537,118,153,86,123,9
Raphael Assuncao,38,180.51666666666668,3,0.011079309389714707,0,1670.0,5,2,3,1,723.0,3.401347982642415,1449,812,1657,0.10525343920228972,46,318,1054,107,158,189,237,475,1247,0.4597913396731603,127,0.3102206629120118,75,429,1387,518,1493,4,32,189,988,102,173,138,226,393,1323,24,45,12,19,9
Raquel Pennington,19,92.56666666666666,0,0.010803024846957148,1,785.0,3,0,1,0,1268.0,3.943104069139359,738,453,831,0.054015124234785744,23,207,543,119,146,39,49,212,550,1.5664386028087864,177,0.08642419877565719,11,351,880,520,1081,9,17,185,630,108,163,58,87,240,722,98,142,13,16,3
Raulian Paiva,11,54.7,1,0.018281535648994516,0,251.0,1,0,0,0,49.0,4.643510054844607,576,281,608,0.018281535648994516,5,143,432,71,96,40,48,227,538,0.2742230347349177,20,0.21937842778793418,18,274,565,286,578,5,30,152,411,59,86,63,68,247,519,13,20,14,26,3
Rob Font,11,49.75,2,0.10050251256281408,1,559.0,2,0,1,1,317.0,5.407035175879397,637,291,662,0.10050251256281408,10,191,534,58,78,20,25,227,582,0.32160804020100503,17,0.5226130653266332,38,197,516,268,594,5,7,135,419,19,35,43,62,177,483,3,7,17,26,4
Robbie Lawler,70,309.4,11,0.0,3,1593.0,12,2,6,0,3640.0,3.5843568196509374,2426,1352,2686,0.022624434389140274,13,837,2085,224,282,48,59,741,1909,0.8403361344537815,363,0.3490627020038785,154,1399,3502,1689,3822,43,126,822,2700,300,433,277,369,1070,3004,275,404,54,94,14
Robert Whittaker,39,178.98333333333332,10,0.0,0,622.0,3,6,1,1,1111.0,4.531148151596983,1998,889,2082,0.022348449576310644,19,568,1648,100,175,143,175,679,1773,0.36874941800912564,117,0.36874941800912564,108,627,1560,796,1749,10,60,366,1176,128,219,133,165,500,1384,85,127,42,49,11
Rogerio Bontorin,4,17.933333333333334,0,0.0,0,182.0,1,0,0,0,683.0,0.9479553903345724,35,32,51,0.11152416356877323,7,9,27,5,5,3,3,10,27,0.3345724907063197,7,0.055762081784386616,1,38,60,67,93,10,19,38,58,0,2,0,0,5,22,12,16,21,22,1
Rose Namajunas,19,84.96666666666667,2,0.03530796390741467,1,533.0,2,0,1,0,475.0,4.425264809729305,994,392,1019,0.07061592781482934,14,299,877,55,89,22,28,315,905,0.2236171047469596,35,0.4943114947038054,54,400,932,535,1097,9,16,181,644,88,144,131,144,330,836,47,69,23,27,5
Roxanne Modafferi,29,139.36666666666667,1,0.007175316909830184,4,2529.0,6,0,4,8,1188.0,3.2719445108825638,1425,905,1980,0.10762975364745275,60,359,1254,57,114,40,57,347,1256,0.3659411624013394,82,0.41616838077015067,87,709,1475,903,1697,9,15,502,1211,93,141,114,123,555,1270,98,131,56,74,4
Ryan Hall,10,47.766666666666666,2,0.0628053035589672,1,452.0,0,0,0,0,687.0,2.3237962316817864,256,270,437,0.0209351011863224,6,44,123,34,90,33,43,92,229,0.0418702023726448,5,0.3558967201674808,22,46,187,69,219,0,0,14,125,17,29,15,33,28,135,1,3,17,49,4
Ryan Spann,4,9.383333333333333,1,0.21314387211367675,0,112.0,1,1,0,0,38.0,3.3037300177619895,82,31,82,0.10657193605683837,3,26,76,4,5,1,1,19,67,0.9591474245115453,12,0.3197158081705151,3,28,68,33,73,2,3,18,56,8,10,2,2,18,54,9,12,1,2,2
Sara McMann,34,153.0,1,0.0392156862745098,1,3153.0,5,2,9,3,942.0,2.3856209150326797,790,877,1361,0.3006535947712418,72,228,604,87,131,50,55,134,445,0.49673202614379086,110,1.0130718954248366,235,285,548,731,1049,1,3,202,442,48,67,35,39,134,361,67,89,84,98,10
Sergei Pavlovich,2,6.533333333333333,1,0.0,0,26.0,1,0,0,0,116.0,5.051020408163265,69,39,75,0.0,2,29,61,3,7,1,1,15,39,1.530612244897959,18,1.2244897959183674,12,30,48,34,53,1,2,14,27,9,11,7,10,11,27,7,7,12,14,1
Shamil Abdurakhimov,14,63.3,2,0.015797788309636653,0,734.0,2,0,1,0,206.0,2.2906793048973144,357,249,473,0.11058451816745656,27,79,263,31,48,35,46,97,278,0.4423380726698262,50,0.315955766192733,29,145,388,175,424,4,8,96,319,25,41,24,28,75,275,29,52,41,61,4
Shane Burgos,16,72.25,5,0.01384083044982699,0,353.0,1,2,1,0,584.0,7.197231833910035,1019,647,1170,0.02768166089965398,2,351,814,104,134,65,71,397,866,0.6505190311418685,57,1.0519031141868511,96,364,926,376,940,4,48,247,746,45,83,72,97,330,871,22,38,12,17,5
Sijara Eubanks,15,75.0,1,0.04,1,1444.0,2,0,0,0,513.0,4.413333333333333,813,450,952,0.12,21,233,674,63,102,35,37,250,692,0.21333333333333335,22,0.8666666666666667,99,238,630,380,798,4,13,195,561,30,50,13,19,219,605,15,21,4,4,3
Sodiq Yusuff,8,36.46666666666667,2,0.027422303473491772,1,316.0,0,0,0,0,157.0,6.608775137111517,491,279,537,0.0,1,173,412,25,32,43,47,204,432,0.3290676416819013,19,0.6855575868372943,40,155,381,163,390,3,11,96,304,40,57,19,20,147,371,8,9,0,1,4
Song Yadong,7,31.316666666666666,3,0.06386375731772219,0,545.0,0,0,0,0,21.0,4.278871740287387,321,191,386,0.09579563597658329,3,93,256,22,36,19,29,102,274,0.19159127195316658,7,0.8302288451303885,40,86,276,96,287,0,3,60,227,14,25,12,24,79,265,6,8,1,3,4
Stephen Thompson,20,95.85,7,0.0,0,552.0,2,3,0,0,193.0,4.67396974439228,942,485,985,0.03129890453834116,8,294,726,102,147,52,69,379,850,0.39645279081898804,49,0.32342201356285866,43,295,718,334,761,0,12,108,441,60,113,127,164,236,635,57,81,2,2,7
Stipe Miocic,32,138.56666666666666,7,0.0,0,1436.0,2,1,0,0,395.0,5.17440461871542,1422,901,1625,0.07938417127736348,48,514,1198,105,119,98,105,557,1191,0.6711570844358913,132,0.4835217705075776,99,645,1376,786,1528,5,16,455,1077,103,193,87,106,559,1255,53,76,33,45,11
Tecia Torres,18,90.0,0,0.0,0,753.0,3,0,0,3,1450.0,4.555555555555555,855,591,1060,0.044444444444444446,11,247,661,80,102,83,92,326,740,0.6333333333333333,81,0.3,34,328,833,461,978,19,36,161,594,124,172,43,67,206,678,61,85,61,70,3
Thiago Santos,32,126.53333333333333,11,0.007903055848261328,2,1382.0,4,2,4,0,1359.0,4.591675447839831,1184,703,1312,0.06322444678609063,18,343,846,129,181,109,157,271,706,0.9483667017913593,149,1.5015806111696524,329,270,615,365,723,14,45,141,429,68,100,61,86,183,505,46,64,41,46,12
Tim Elliott,20,92.25,0,0.07588075880758807,4,1103.0,6,0,9,3,1314.0,3.1327913279132793,728,507,975,0.17344173441734417,43,174,522,48,114,67,92,209,609,0.5853658536585366,82,0.28184281842818426,37,241,636,324,721,10,19,164,531,51,75,26,30,206,574,21,44,14,18,2
Tony Ferguson,22,101.2,2,0.0691699604743083,0,191.0,2,1,0,1,440.0,5.553359683794466,1348,590,1381,0.04940711462450593,10,353,1063,101,148,108,137,511,1276,0.1482213438735178,25,0.3557312252964427,47,466,1089,488,1116,6,16,292,833,100,168,74,88,441,1046,1,10,24,33,8
Tyron Woodley,40,184.43333333333334,4,0.027110066871498282,0,1594.0,4,0,1,0,2645.0,1.941080787999277,744,737,1175,0.0867522139887945,41,168,517,142,174,48,53,191,534,0.6777516717874571,145,0.22772456172058558,65,541,1021,1238,1758,9,55,243,666,217,256,81,99,273,712,179,198,89,111,9
Tyson Nam,8,35.56666666666667,1,0.0,0,122.0,2,0,0,0,19.0,3.542642924086223,395,131,400,0.0,4,89,338,25,44,12,13,104,357,0.19681349578256793,16,0.42174320524835984,22,204,590,205,591,0,4,136,487,16,41,52,62,191,570,11,17,2,3,1
Uriah Hall,23,101.5,5,0.009852216748768473,0,423.0,5,3,2,0,1484.0,3.3793103448275863,697,386,743,0.03940886699507389,13,188,486,60,101,95,110,281,608,0.23645320197044334,30,0.37438423645320196,59,376,823,553,1034,8,34,176,552,69,111,131,160,269,665,70,97,37,61,6
Valentina Shevchenko,20,90.96666666666667,1,0.021986075485525832,0,1661.0,0,0,0,0,775.0,2.9571271528032246,513,443,691,0.2088677171124954,37,150,346,41,66,78,101,189,419,0.4617075851960425,53,0.4177354342249908,41,205,608,486,922,2,9,48,338,84,150,73,120,140,523,54,72,11,13,6
Vicente Luque,18,75.08333333333333,7,0.02663706992230855,0,776.0,2,1,0,0,551.0,5.4206437291897895,800,465,865,0.07991120976692564,12,227,581,40,62,140,157,358,726,0.1997780244173141,24,0.4528301886792453,50,460,936,506,992,5,21,319,761,76,101,65,74,411,864,35,51,14,21,8
Virna Jandiroba,6,23.0,0,0.21739130434782608,2,543.0,1,0,0,1,357.0,1.2173913043478262,62,96,139,0.30434782608695654,14,21,53,7,9,0,0,18,47,0.21739130434782608,9,0.21739130434782608,6,35,82,117,170,4,10,24,70,9,10,2,2,20,58,10,15,5,9,2
Viviane Araujo,6,30.0,0,0.0,0,163.0,1,0,0,1,239.0,4.1,270,148,297,0.13333333333333333,9,91,231,19,24,13,15,115,259,0.13333333333333333,6,0.13333333333333333,5,166,333,234,411,0,5,73,209,49,73,44,51,144,298,13,23,9,12,1
Volkan Oezdemir,16,70.11666666666666,3,0.0,0,534.0,2,0,3,0,367.0,4.820537199904921,736,482,883,0.02852388875683385,9,210,576,57,76,71,84,246,602,0.8699786070834324,90,0.4421202757309247,44,287,657,311,684,3,23,190,522,68,101,29,34,241,595,45,61,1,1,5
Walt Harris,12,41.81666666666667,4,0.0,0,241.0,5,1,1,0,431.0,3.611000398565165,354,176,383,0.023913909924272617,3,103,279,36,63,12,12,92,265,0.19131127939418094,21,1.2196094061379035,68,187,353,241,416,3,7,135,283,34,46,18,24,113,256,9,15,65,82,3
Yair Rodriguez,22,102.63333333333334,3,0.05846053913608314,0,569.0,1,0,0,0,1192.0,4.101981162715167,1002,485,1077,0.06820396232543033,23,227,746,87,128,107,128,339,854,0.2923026956804157,50,0.5066580058460539,98,327,811,450,961,4,15,261,704,42,60,24,47,220,661,27,43,80,107,6
Yan Xiaonan,9,45.0,0,0.0,0,421.0,0,0,2,0,622.0,6.288888888888889,638,368,740,0.13333333333333333,7,203,528,36,52,44,58,232,563,0.7333333333333333,51,0.4,24,161,363,268,487,3,10,96,275,40,56,25,32,125,312,29,38,7,13,3
Yana Kunitskaya,13,58.96666666666667,0,0.016958733747880157,1,1933.0,2,1,1,0,327.0,4.4940644431882415,483,590,854,0.13566986998304126,15,93,268,106,132,66,83,143,341,1.7806670435274166,121,0.28829847371396267,21,187,383,282,498,4,6,127,313,52,61,8,9,111,283,33,39,43,61,3
Yoel Romero,33,151.13333333333333,7,0.0,0,1363.0,5,3,1,0,427.0,3.3745037494486105,1054,697,1257,0.13233348037053375,65,317,794,94,137,99,123,362,841,0.5161005734450816,125,0.4631671812968681,88,489,1253,552,1327,5,24,243,866,125,230,121,157,434,1151,37,68,18,34,5
Zabit Magomedsharipov,10,47.63333333333333,0,0.08397480755773268,3,1128.0,0,0,0,0,153.0,4.471658502449265,438,277,515,0.3988803358992302,29,134,330,27,53,52,55,159,364,0.2729181245626312,18,0.86074177746676,56,149,380,211,446,2,7,82,278,32,59,35,43,122,346,17,24,10,10,4
Zhang Weili,13,59.38333333333333,1,0.03367948358125175,1,553.0,0,0,1,0,180.0,6.382262138647207,840,463,934,0.08419870895312939,21,208,561,46,88,125,191,290,727,0.555711479090654,46,0.9430255402750491,67,263,569,279,585,0,3,134,386,54,76,75,107,230,529,30,35,3,5,5
